,x,Lineage
human4_lib1.final_cell_0559,ductal,Exocrine
human4_lib1.final_cell_0560,alpha,Endocrine
human4_lib1.final_cell_0561,gamma,Endocrine
human4_lib1.final_cell_0562,alpha,Endocrine
human4_lib1.final_cell_0563,beta,Endocrine
human4_lib1.final_cell_0564,ductal,Exocrine
human4_lib1.final_cell_0565,beta,Endocrine
human4_lib1.final_cell_0566,ductal,Exocrine
human4_lib1.final_cell_0567,beta,Endocrine
human4_lib1.final_cell_0568,t_cell,Immune
human4_lib1.final_cell_0569,alpha,Endocrine
human4_lib1.final_cell_0570,gamma,Endocrine
human4_lib1.final_cell_0571,delta,Endocrine
human4_lib1.final_cell_0572,endothelial,endothelial
human4_lib1.final_cell_0573,alpha,Endocrine
human4_lib1.final_cell_0574,alpha,Endocrine
human4_lib1.final_cell_0575,gamma,Endocrine
human4_lib1.final_cell_0576,beta,Endocrine
human4_lib1.final_cell_0577,beta,Endocrine
human4_lib1.final_cell_0578,quiescent_stellate,PSC
human4_lib1.final_cell_0579,macrophage,Immune
human4_lib1.final_cell_0580,gamma,Endocrine
human4_lib1.final_cell_0581,alpha,Endocrine
human4_lib1.final_cell_0582,beta,Endocrine
human4_lib1.final_cell_0583,beta,Endocrine
human4_lib1.final_cell_0584,ductal,Exocrine
human4_lib1.final_cell_0585,ductal,Exocrine
human4_lib1.final_cell_0586,beta,Endocrine
human4_lib1.final_cell_0587,beta,Endocrine
human4_lib1.final_cell_0588,alpha,Endocrine
human4_lib1.final_cell_0589,beta,Endocrine
human4_lib1.final_cell_0590,ductal,Exocrine
human4_lib1.final_cell_0591,alpha,Endocrine
human4_lib1.final_cell_0592,ductal,Exocrine
human4_lib1.final_cell_0593,alpha,Endocrine
human4_lib1.final_cell_0594,activated_stellate,PSC
human4_lib1.final_cell_0595,ductal,Exocrine
human4_lib1.final_cell_0596,ductal,Exocrine
human4_lib1.final_cell_0597,beta,Endocrine
human4_lib1.final_cell_0598,beta,Endocrine
human4_lib1.final_cell_0599,ductal,Exocrine
human4_lib1.final_cell_0600,ductal,Exocrine
human4_lib1.final_cell_0601,ductal,Exocrine
human4_lib1.final_cell_0602,ductal,Exocrine
human4_lib3.final_cell_0001,beta,Endocrine
human4_lib3.final_cell_0002,delta,Endocrine
human4_lib3.final_cell_0003,delta,Endocrine
human4_lib3.final_cell_0004,beta,Endocrine
human4_lib3.final_cell_0005,ductal,Exocrine
human4_lib3.final_cell_0006,ductal,Exocrine
human4_lib3.final_cell_0007,beta,Endocrine
human4_lib3.final_cell_0008,ductal,Exocrine
human4_lib3.final_cell_0009,ductal,Exocrine
human4_lib3.final_cell_0010,beta,Endocrine
human4_lib3.final_cell_0011,ductal,Exocrine
human4_lib3.final_cell_0012,beta,Endocrine
human4_lib3.final_cell_0013,ductal,Exocrine
human4_lib3.final_cell_0014,ductal,Exocrine
human4_lib3.final_cell_0015,ductal,Exocrine
human4_lib3.final_cell_0016,beta,Endocrine
human4_lib3.final_cell_0017,ductal,Exocrine
human4_lib3.final_cell_0018,delta,Endocrine
human4_lib3.final_cell_0019,alpha,Endocrine
human4_lib3.final_cell_0020,ductal,Exocrine
human4_lib3.final_cell_0021,ductal,Exocrine
human4_lib3.final_cell_0022,ductal,Exocrine
human4_lib3.final_cell_0023,activated_stellate,PSC
human4_lib3.final_cell_0024,beta,Endocrine
human4_lib3.final_cell_0025,beta,Endocrine
human4_lib3.final_cell_0026,delta,Endocrine
human4_lib3.final_cell_0027,beta,Endocrine
human4_lib3.final_cell_0028,ductal,Exocrine
human4_lib3.final_cell_0029,beta,Endocrine
human4_lib3.final_cell_0030,delta,Endocrine
human4_lib3.final_cell_0031,ductal,Exocrine
human4_lib3.final_cell_0032,alpha,Endocrine
human4_lib3.final_cell_0033,delta,Endocrine
human4_lib3.final_cell_0034,beta,Endocrine
human4_lib3.final_cell_0035,ductal,Exocrine
human4_lib3.final_cell_0036,delta,Endocrine
human4_lib3.final_cell_0037,beta,Endocrine
human4_lib3.final_cell_0038,ductal,Exocrine
human4_lib3.final_cell_0039,delta,Endocrine
human4_lib3.final_cell_0040,beta,Endocrine
human4_lib3.final_cell_0041,beta,Endocrine
human4_lib3.final_cell_0042,beta,Endocrine
human4_lib3.final_cell_0043,ductal,Exocrine
human4_lib3.final_cell_0044,ductal,Exocrine
human4_lib3.final_cell_0045,ductal,Exocrine
human4_lib3.final_cell_0046,ductal,Exocrine
human4_lib3.final_cell_0047,delta,Endocrine
human4_lib3.final_cell_0048,alpha,Endocrine
human4_lib3.final_cell_0049,ductal,Exocrine
human4_lib3.final_cell_0050,delta,Endocrine
human4_lib3.final_cell_0051,beta,Endocrine
human4_lib3.final_cell_0052,beta,Endocrine
human4_lib3.final_cell_0053,delta,Endocrine
human4_lib3.final_cell_0054,ductal,Exocrine
human4_lib3.final_cell_0055,ductal,Exocrine
human4_lib3.final_cell_0056,delta,Endocrine
human4_lib3.final_cell_0057,ductal,Exocrine
human4_lib3.final_cell_0058,delta,Endocrine
human4_lib3.final_cell_0059,activated_stellate,PSC
human4_lib3.final_cell_0060,alpha,Endocrine
human4_lib3.final_cell_0061,beta,Endocrine
human4_lib3.final_cell_0062,ductal,Exocrine
human4_lib3.final_cell_0063,ductal,Exocrine
human4_lib3.final_cell_0064,macrophage,Immune
human4_lib3.final_cell_0065,beta,Endocrine
human4_lib3.final_cell_0066,beta,Endocrine
human4_lib3.final_cell_0067,beta,Endocrine
human4_lib3.final_cell_0068,beta,Endocrine
human4_lib3.final_cell_0069,ductal,Exocrine
human4_lib3.final_cell_0070,delta,Endocrine
human4_lib3.final_cell_0071,ductal,Exocrine
human4_lib3.final_cell_0072,activated_stellate,PSC
human4_lib3.final_cell_0073,alpha,Endocrine
human4_lib3.final_cell_0074,delta,Endocrine
human4_lib3.final_cell_0075,ductal,Exocrine
human4_lib3.final_cell_0076,ductal,Exocrine
human4_lib3.final_cell_0077,beta,Endocrine
human4_lib3.final_cell_0078,beta,Endocrine
human4_lib3.final_cell_0079,ductal,Exocrine
human4_lib3.final_cell_0080,delta,Endocrine
human4_lib3.final_cell_0081,beta,Endocrine
human4_lib3.final_cell_0082,alpha,Endocrine
human4_lib3.final_cell_0083,delta,Endocrine
human4_lib3.final_cell_0084,gamma,Endocrine
human4_lib3.final_cell_0085,beta,Endocrine
human4_lib3.final_cell_0086,ductal,Exocrine
human4_lib3.final_cell_0087,alpha,Endocrine
human4_lib3.final_cell_0088,alpha,Endocrine
human4_lib3.final_cell_0089,beta,Endocrine
human4_lib3.final_cell_0090,activated_stellate,PSC
human4_lib3.final_cell_0091,beta,Endocrine
human4_lib3.final_cell_0092,beta,Endocrine
human4_lib3.final_cell_0093,delta,Endocrine
human4_lib3.final_cell_0094,beta,Endocrine
human4_lib3.final_cell_0095,alpha,Endocrine
human4_lib3.final_cell_0096,ductal,Exocrine
human4_lib3.final_cell_0097,beta,Endocrine
human4_lib3.final_cell_0098,alpha,Endocrine
human4_lib3.final_cell_0099,beta,Endocrine
human4_lib3.final_cell_0100,ductal,Exocrine
human4_lib3.final_cell_0101,beta,Endocrine
human4_lib3.final_cell_0102,alpha,Endocrine
human4_lib3.final_cell_0103,beta,Endocrine
human4_lib3.final_cell_0104,ductal,Exocrine
human4_lib3.final_cell_0105,beta,Endocrine
human4_lib3.final_cell_0106,ductal,Exocrine
human4_lib3.final_cell_0107,delta,Endocrine
human4_lib3.final_cell_0108,beta,Endocrine
human4_lib3.final_cell_0109,alpha,Endocrine
human4_lib3.final_cell_0110,delta,Endocrine
human4_lib3.final_cell_0111,delta,Endocrine
human4_lib3.final_cell_0112,beta,Endocrine
human4_lib3.final_cell_0113,ductal,Exocrine
human4_lib3.final_cell_0114,alpha,Endocrine
human4_lib3.final_cell_0115,delta,Endocrine
human4_lib3.final_cell_0116,beta,Endocrine
human4_lib3.final_cell_0117,beta,Endocrine
human4_lib3.final_cell_0118,alpha,Endocrine
human4_lib3.final_cell_0119,quiescent_stellate,PSC
human4_lib3.final_cell_0120,alpha,Endocrine
human4_lib3.final_cell_0121,beta,Endocrine
human4_lib3.final_cell_0122,activated_stellate,PSC
human4_lib3.final_cell_0123,ductal,Exocrine
human4_lib3.final_cell_0124,alpha,Endocrine
human4_lib3.final_cell_0125,ductal,Exocrine
human4_lib3.final_cell_0126,beta,Endocrine
human4_lib3.final_cell_0127,alpha,Endocrine
human4_lib3.final_cell_0128,alpha,Endocrine
human4_lib3.final_cell_0129,ductal,Exocrine
human4_lib3.final_cell_0130,ductal,Exocrine
human4_lib3.final_cell_0131,ductal,Exocrine
human4_lib3.final_cell_0132,alpha,Endocrine
human4_lib3.final_cell_0133,alpha,Endocrine
human4_lib3.final_cell_0134,alpha,Endocrine
human4_lib3.final_cell_0135,beta,Endocrine
human4_lib3.final_cell_0136,beta,Endocrine
human4_lib3.final_cell_0137,delta,Endocrine
human4_lib3.final_cell_0138,ductal,Exocrine
human4_lib3.final_cell_0139,beta,Endocrine
human4_lib3.final_cell_0140,beta,Endocrine
human4_lib3.final_cell_0141,ductal,Exocrine
human4_lib3.final_cell_0142,beta,Endocrine
human4_lib3.final_cell_0143,beta,Endocrine
human4_lib3.final_cell_0144,ductal,Exocrine
human4_lib3.final_cell_0145,gamma,Endocrine
human4_lib3.final_cell_0146,ductal,Exocrine
human4_lib3.final_cell_0147,alpha,Endocrine
human4_lib3.final_cell_0148,delta,Endocrine
human4_lib3.final_cell_0149,beta,Endocrine
human4_lib3.final_cell_0150,beta,Endocrine
human4_lib3.final_cell_0151,beta,Endocrine
human4_lib3.final_cell_0152,beta,Endocrine
human4_lib3.final_cell_0153,alpha,Endocrine
human4_lib3.final_cell_0154,delta,Endocrine
human4_lib3.final_cell_0155,beta,Endocrine
human4_lib3.final_cell_0156,beta,Endocrine
human4_lib3.final_cell_0157,beta,Endocrine
human4_lib3.final_cell_0158,ductal,Exocrine
human4_lib3.final_cell_0159,ductal,Exocrine
human4_lib3.final_cell_0160,ductal,Exocrine
human4_lib3.final_cell_0161,delta,Endocrine
human4_lib3.final_cell_0162,beta,Endocrine
human4_lib3.final_cell_0163,alpha,Endocrine
human4_lib3.final_cell_0164,alpha,Endocrine
human4_lib3.final_cell_0165,delta,Endocrine
human4_lib3.final_cell_0166,ductal,Exocrine
human4_lib3.final_cell_0167,ductal,Exocrine
human4_lib3.final_cell_0168,beta,Endocrine
human4_lib3.final_cell_0169,beta,Endocrine
human4_lib3.final_cell_0170,alpha,Endocrine
human4_lib3.final_cell_0171,gamma,Endocrine
human4_lib3.final_cell_0172,beta,Endocrine
human4_lib3.final_cell_0173,alpha,Endocrine
human4_lib3.final_cell_0174,delta,Endocrine
human4_lib3.final_cell_0175,alpha,Endocrine
human4_lib3.final_cell_0176,beta,Endocrine
human4_lib3.final_cell_0177,delta,Endocrine
human4_lib3.final_cell_0178,ductal,Exocrine
human4_lib3.final_cell_0179,ductal,Exocrine
human4_lib3.final_cell_0180,beta,Endocrine
human4_lib3.final_cell_0181,ductal,Exocrine
human4_lib3.final_cell_0182,beta,Endocrine
human4_lib3.final_cell_0183,alpha,Endocrine
human4_lib3.final_cell_0184,alpha,Endocrine
human4_lib3.final_cell_0185,ductal,Exocrine
human4_lib3.final_cell_0186,beta,Endocrine
human4_lib3.final_cell_0187,gamma,Endocrine
human4_lib3.final_cell_0188,alpha,Endocrine
human4_lib3.final_cell_0189,beta,Endocrine
human4_lib3.final_cell_0190,delta,Endocrine
human4_lib3.final_cell_0191,ductal,Exocrine
human4_lib3.final_cell_0192,beta,Endocrine
human4_lib3.final_cell_0193,alpha,Endocrine
human4_lib3.final_cell_0194,ductal,Exocrine
human4_lib3.final_cell_0195,alpha,Endocrine
human4_lib3.final_cell_0196,gamma,Endocrine
human4_lib3.final_cell_0197,beta,Endocrine
human4_lib3.final_cell_0198,beta,Endocrine
human4_lib3.final_cell_0199,beta,Endocrine
human4_lib3.final_cell_0200,ductal,Exocrine
human4_lib3.final_cell_0201,ductal,Exocrine
human4_lib3.final_cell_0202,beta,Endocrine
human4_lib3.final_cell_0203,gamma,Endocrine
human4_lib3.final_cell_0204,ductal,Exocrine
human4_lib3.final_cell_0205,alpha,Endocrine
human4_lib3.final_cell_0206,activated_stellate,PSC
human4_lib3.final_cell_0207,ductal,Exocrine
human4_lib3.final_cell_0208,gamma,Endocrine
human4_lib3.final_cell_0209,ductal,Exocrine
human4_lib3.final_cell_0210,alpha,Endocrine
human4_lib3.final_cell_0211,activated_stellate,PSC
human4_lib3.final_cell_0212,alpha,Endocrine
human4_lib3.final_cell_0213,beta,Endocrine
human4_lib3.final_cell_0214,beta,Endocrine
human4_lib3.final_cell_0215,macrophage,Immune
human4_lib3.final_cell_0216,ductal,Exocrine
human4_lib3.final_cell_0217,alpha,Endocrine
human4_lib3.final_cell_0218,delta,Endocrine
human4_lib3.final_cell_0219,beta,Endocrine
human4_lib3.final_cell_0220,ductal,Exocrine
human4_lib3.final_cell_0221,ductal,Exocrine
human4_lib3.final_cell_0222,ductal,Exocrine
human4_lib3.final_cell_0223,beta,Endocrine
human4_lib3.final_cell_0224,delta,Endocrine
human4_lib3.final_cell_0225,beta,Endocrine
human4_lib3.final_cell_0226,alpha,Endocrine
human4_lib3.final_cell_0227,ductal,Exocrine
human4_lib3.final_cell_0228,beta,Endocrine
human4_lib3.final_cell_0229,ductal,Exocrine
human4_lib3.final_cell_0230,activated_stellate,PSC
human4_lib3.final_cell_0231,alpha,Endocrine
human4_lib3.final_cell_0232,beta,Endocrine
human4_lib3.final_cell_0233,delta,Endocrine
human4_lib3.final_cell_0234,beta,Endocrine
human4_lib3.final_cell_0235,beta,Endocrine
human4_lib3.final_cell_0236,delta,Endocrine
human4_lib3.final_cell_0237,beta,Endocrine
human4_lib3.final_cell_0238,alpha,Endocrine
human4_lib3.final_cell_0239,alpha,Endocrine
human4_lib3.final_cell_0240,alpha,Endocrine
human4_lib3.final_cell_0241,ductal,Exocrine
human4_lib3.final_cell_0242,alpha,Endocrine
human4_lib3.final_cell_0243,alpha,Endocrine
human4_lib3.final_cell_0244,beta,Endocrine
human4_lib3.final_cell_0245,ductal,Exocrine
human4_lib3.final_cell_0246,ductal,Exocrine
human4_lib3.final_cell_0247,ductal,Exocrine
human4_lib3.final_cell_0248,alpha,Endocrine
human4_lib3.final_cell_0249,beta,Endocrine
human4_lib3.final_cell_0250,delta,Endocrine
human4_lib3.final_cell_0251,beta,Endocrine
human4_lib3.final_cell_0252,ductal,Exocrine
human4_lib3.final_cell_0253,beta,Endocrine
human4_lib3.final_cell_0254,ductal,Exocrine
human4_lib3.final_cell_0255,beta,Endocrine
human4_lib3.final_cell_0256,alpha,Endocrine
human4_lib3.final_cell_0257,beta,Endocrine
human4_lib3.final_cell_0258,beta,Endocrine
human4_lib3.final_cell_0259,ductal,Exocrine
human4_lib3.final_cell_0260,activated_stellate,PSC
human4_lib3.final_cell_0261,ductal,Exocrine
human4_lib3.final_cell_0262,beta,Endocrine
human4_lib3.final_cell_0263,ductal,Exocrine
human4_lib3.final_cell_0264,activated_stellate,PSC
human4_lib3.final_cell_0265,ductal,Exocrine
human4_lib3.final_cell_0266,beta,Endocrine
human4_lib3.final_cell_0267,beta,Endocrine
human4_lib3.final_cell_0268,beta,Endocrine
human4_lib3.final_cell_0269,delta,Endocrine
human4_lib3.final_cell_0270,alpha,Endocrine
human4_lib3.final_cell_0271,delta,Endocrine
human4_lib3.final_cell_0272,alpha,Endocrine
human4_lib3.final_cell_0273,ductal,Exocrine
human4_lib3.final_cell_0274,gamma,Endocrine
human4_lib3.final_cell_0275,gamma,Endocrine
human4_lib3.final_cell_0276,alpha,Endocrine
human4_lib3.final_cell_0277,ductal,Exocrine
human4_lib3.final_cell_0278,beta,Endocrine
human4_lib3.final_cell_0279,alpha,Endocrine
human4_lib3.final_cell_0280,alpha,Endocrine
human4_lib3.final_cell_0281,alpha,Endocrine
human4_lib3.final_cell_0282,ductal,Exocrine
human4_lib3.final_cell_0283,ductal,Exocrine
human4_lib3.final_cell_0284,beta,Endocrine
human4_lib3.final_cell_0285,beta,Endocrine
human4_lib3.final_cell_0286,ductal,Exocrine
human4_lib3.final_cell_0287,activated_stellate,PSC
human4_lib3.final_cell_0288,beta,Endocrine
human4_lib3.final_cell_0289,ductal,Exocrine
human4_lib3.final_cell_0290,ductal,Exocrine
human4_lib3.final_cell_0291,ductal,Exocrine
human4_lib3.final_cell_0292,acinar,Exocrine
human4_lib3.final_cell_0293,ductal,Exocrine
human4_lib3.final_cell_0294,gamma,Endocrine
human4_lib3.final_cell_0295,alpha,Endocrine
human4_lib3.final_cell_0296,ductal,Exocrine
human4_lib3.final_cell_0297,beta,Endocrine
human4_lib3.final_cell_0298,ductal,Exocrine
human4_lib3.final_cell_0299,gamma,Endocrine
human4_lib3.final_cell_0300,beta,Endocrine
human4_lib3.final_cell_0301,beta,Endocrine
human4_lib3.final_cell_0302,beta,Endocrine
human4_lib3.final_cell_0303,delta,Endocrine
human4_lib3.final_cell_0304,alpha,Endocrine
human4_lib3.final_cell_0305,beta,Endocrine
human4_lib3.final_cell_0306,beta,Endocrine
human4_lib3.final_cell_0307,beta,Endocrine
human4_lib3.final_cell_0308,activated_stellate,PSC
human4_lib3.final_cell_0309,ductal,Exocrine
human4_lib3.final_cell_0310,beta,Endocrine
human4_lib3.final_cell_0311,ductal,Exocrine
human4_lib3.final_cell_0312,beta,Endocrine
human4_lib3.final_cell_0313,beta,Endocrine
human4_lib3.final_cell_0314,gamma,Endocrine
human4_lib3.final_cell_0315,beta,Endocrine
human4_lib3.final_cell_0316,gamma,Endocrine
human4_lib3.final_cell_0317,ductal,Exocrine
human4_lib3.final_cell_0318,ductal,Exocrine
human4_lib3.final_cell_0319,beta,Endocrine
human4_lib3.final_cell_0320,beta,Endocrine
human4_lib3.final_cell_0321,alpha,Endocrine
human4_lib3.final_cell_0322,delta,Endocrine
human4_lib3.final_cell_0323,beta,Endocrine
human4_lib3.final_cell_0324,alpha,Endocrine
human4_lib3.final_cell_0325,ductal,Exocrine
human4_lib3.final_cell_0326,delta,Endocrine
human4_lib3.final_cell_0327,alpha,Endocrine
human4_lib3.final_cell_0328,ductal,Exocrine
human4_lib3.final_cell_0329,alpha,Endocrine
human4_lib3.final_cell_0330,ductal,Exocrine
human4_lib3.final_cell_0331,delta,Endocrine
human4_lib3.final_cell_0332,alpha,Endocrine
human4_lib3.final_cell_0333,alpha,Endocrine
human4_lib3.final_cell_0334,beta,Endocrine
human4_lib3.final_cell_0335,ductal,Exocrine
human4_lib3.final_cell_0336,ductal,Exocrine
human4_lib3.final_cell_0337,ductal,Exocrine
human4_lib3.final_cell_0338,beta,Endocrine
human4_lib3.final_cell_0339,ductal,Exocrine
human4_lib3.final_cell_0340,alpha,Endocrine
human4_lib3.final_cell_0341,beta,Endocrine
human4_lib3.final_cell_0342,ductal,Exocrine
human4_lib3.final_cell_0343,alpha,Endocrine
human4_lib3.final_cell_0344,beta,Endocrine
human4_lib3.final_cell_0345,gamma,Endocrine
human4_lib3.final_cell_0346,delta,Endocrine
human4_lib3.final_cell_0347,alpha,Endocrine
human4_lib3.final_cell_0348,ductal,Exocrine
human4_lib3.final_cell_0349,gamma,Endocrine
human4_lib3.final_cell_0350,ductal,Exocrine
human4_lib3.final_cell_0351,beta,Endocrine
human4_lib3.final_cell_0352,beta,Endocrine
human4_lib3.final_cell_0353,beta,Endocrine
human4_lib3.final_cell_0354,ductal,Exocrine
human4_lib3.final_cell_0355,alpha,Endocrine
human4_lib3.final_cell_0356,beta,Endocrine
human4_lib3.final_cell_0357,beta,Endocrine
human4_lib3.final_cell_0358,beta,Endocrine
human4_lib3.final_cell_0359,alpha,Endocrine
human4_lib3.final_cell_0360,alpha,Endocrine
human4_lib3.final_cell_0361,beta,Endocrine
human4_lib3.final_cell_0362,alpha,Endocrine
human4_lib3.final_cell_0363,alpha,Endocrine
human4_lib3.final_cell_0364,beta,Endocrine
human4_lib3.final_cell_0365,beta,Endocrine
human4_lib3.final_cell_0366,alpha,Endocrine
human4_lib3.final_cell_0367,beta,Endocrine
human4_lib3.final_cell_0368,beta,Endocrine
human4_lib3.final_cell_0369,alpha,Endocrine
human4_lib3.final_cell_0370,beta,Endocrine
human4_lib3.final_cell_0371,alpha,Endocrine
human4_lib3.final_cell_0372,delta,Endocrine
human4_lib3.final_cell_0373,beta,Endocrine
human4_lib3.final_cell_0374,beta,Endocrine
human4_lib3.final_cell_0375,alpha,Endocrine
human4_lib3.final_cell_0376,activated_stellate,PSC
human4_lib3.final_cell_0377,beta,Endocrine
human4_lib3.final_cell_0378,gamma,Endocrine
human4_lib3.final_cell_0379,alpha,Endocrine
human4_lib3.final_cell_0380,beta,Endocrine
human4_lib3.final_cell_0381,beta,Endocrine
human4_lib3.final_cell_0382,alpha,Endocrine
human4_lib3.final_cell_0383,alpha,Endocrine
human4_lib3.final_cell_0384,activated_stellate,PSC
human4_lib3.final_cell_0385,activated_stellate,PSC
human4_lib3.final_cell_0386,alpha,Endocrine
human4_lib3.final_cell_0387,beta,Endocrine
